Time,Req Speed,Motor Speed,Volt Left,Speed Error,Voltage Request,Current,Current Req,Current Error,Right PWM,I part,Speed Prop Part 
6.335,8086,8096,3.3200000000000003,-2,2.052,0.176,0.18,0.004,6197,0.18,-0.001
6.337,8086,8140,3.352,-6,2.054,0.184,0.18,-0.004,6201,0.18,-0.001
6.338,8086,8053,3.336,3,2.0460000000000003,0.192,0.18,-0.012,6178,0.18,0.0
6.339,8086,8031,3.3280000000000003,5,2.0380000000000003,0.192,0.18,-0.012,6154,0.18,0.0
6.34,8086,8053,3.3200000000000003,3,2.036,0.184,0.18,-0.004,6148,0.18,0.0
6.3420000000000005,8086,8053,3.3200000000000003,3,2.0260000000000002,0.184,0.18,-0.003,6119,0.181,0.0
6.343,8086,8096,3.3200000000000003,-2,2.0300000000000002,0.176,0.18,0.005,6129,0.181,-0.001
6.344,8086,8118,3.336,-4,2.0340000000000003,0.176,0.18,0.005,6140,0.181,-0.001
6.346,8086,8118,3.3280000000000003,-4,2.041,0.176,0.18,0.004,6161,0.181,-0.001
6.347,8086,8053,3.3200000000000003,3,2.0380000000000003,0.184,0.18,-0.003,6155,0.18,0.0
6.348,8086,8053,3.3200000000000003,3,2.036,0.184,0.18,-0.003,6148,0.181,0.0
6.3500000000000005,8086,7987,3.3120000000000003,10,2.027,0.192,0.18,-0.011,6119,0.181,0.0
6.351,8086,8053,3.3200000000000003,3,2.025,0.184,0.18,-0.003,6113,0.181,0.0
6.352,8086,8096,3.3200000000000003,-2,2.028,0.176,0.18,0.005,6124,0.181,-0.001
6.353,8086,8118,3.3280000000000003,-4,2.032,0.176,0.18,0.005,6135,0.181,-0.001
6.355,8086,8096,3.3200000000000003,-2,2.039,0.176,0.18,0.005,6156,0.181,-0.001
6.356,8086,8096,3.3200000000000003,-2,2.0420000000000003,0.176,0.18,0.005,6167,0.181,-0.001
6.357,8086,8031,3.3200000000000003,5,2.04,0.184,0.18,-0.003,6161,0.181,0.0
6.359,8086,8053,3.3200000000000003,3,2.036,0.184,0.18,-0.003,6149,0.181,0.0
6.36,8086,8074,3.3280000000000003,1,2.0340000000000003,0.184,0.18,-0.003,6143,0.181,0.0
6.361,8086,8096,3.08,-2,2.032,0.184,0.18,-0.003,6137,0.181,-0.001
6.363,8086,8096,3.3200000000000003,-2,2.04,0.176,0.18,0.005,6158,0.181,-0.001
6.364,8086,8096,3.3200000000000003,-2,2.043,0.176,0.18,0.005,6169,0.181,-0.001
6.365,8086,8053,3.3200000000000003,3,2.041,0.184,0.18,-0.003,6163,0.181,0.0
6.367,8086,8053,3.3200000000000003,3,2.037,0.184,0.18,-0.003,6151,0.181,0.0
6.368,8086,8031,3.3280000000000003,5,2.0300000000000002,0.192,0.18,-0.011,6129,0.181,0.0
6.369,8086,8074,3.3280000000000003,1,2.028,0.184,0.18,-0.003,6123,0.181,0.0
6.37,8086,8053,3.3200000000000003,3,2.0260000000000002,0.184,0.18,-0.003,6117,0.181,0.0
6.372,8086,8096,3.3200000000000003,-2,2.033,0.176,0.18,0.005,6139,0.181,-0.001
6.373,8086,8096,3.3200000000000003,-2,2.037,0.176,0.18,0.005,6150,0.181,-0.001
6.3740000000000006,8086,8074,3.3200000000000003,1,2.041,0.176,0.18,0.005,6161,0.181,0.0
6.376,8086,8053,3.3200000000000003,3,2.037,0.184,0.18,-0.003,6150,0.181,0.0
6.377,8086,8009,3.3200000000000003,8,2.029,0.192,0.18,-0.011,6127,0.181,0.0
6.378,8086,8009,3.3200000000000003,8,2.0220000000000002,0.192,0.18,-0.011,6105,0.181,0.0
6.38,8086,8096,3.3200000000000003,-2,2.0300000000000002,0.176,0.18,0.005,6128,0.181,-0.001
6.381,8086,8074,3.3120000000000003,1,2.033,0.176,0.18,0.005,6139,0.181,0.0
6.382000000000001,8086,8074,3.3120000000000003,1,2.037,0.176,0.18,0.005,6151,0.181,0.0
6.383,8086,8053,3.3200000000000003,3,2.035,0.184,0.18,-0.003,6145,0.181,0.0
6.385,8086,8053,3.3200000000000003,3,2.032,0.184,0.18,-0.003,6134,0.181,0.0
6.386,8086,8009,3.3200000000000003,8,2.024,0.192,0.18,-0.011,6112,0.181,0.0
6.3870000000000005,8086,8053,3.3120000000000003,3,2.023,0.184,0.18,-0.003,6107,0.181,0.0
6.389,8086,8074,3.3120000000000003,1,2.025,0.176,0.18,0.005,6114,0.181,0.0
6.390000000000001,8086,8096,3.3200000000000003,-2,2.029,0.176,0.18,0.005,6125,0.181,-0.001
6.391,8086,8096,3.3200000000000003,-2,2.033,0.176,0.18,0.005,6137,0.181,-0.001
6.393,8086,8053,3.3200000000000003,3,2.029,0.184,0.18,-0.003,6127,0.181,0.0
6.394,8086,8053,3.3200000000000003,3,2.028,0.184,0.18,-0.003,6122,0.181,0.0
6.3950000000000005,8086,8031,3.3120000000000003,5,2.0260000000000002,0.184,0.18,-0.003,6117,0.181,0.0
6.396,8086,8031,3.3120000000000003,5,2.024,0.184,0.18,-0.003,6112,0.181,0.0
6.398000000000001,8086,8074,3.3120000000000003,1,2.032,0.176,0.18,0.005,6136,0.181,0.0
6.399,8086,8096,3.3200000000000003,-2,2.036,0.176,0.18,0.005,6148,0.181,-0.001
6.4,8086,8096,3.3200000000000003,-2,2.04,0.176,0.18,0.005,6160,0.181,-0.001
6.402,8086,8053,3.3200000000000003,3,2.037,0.184,0.18,-0.003,6150,0.181,0.0
6.4030000000000005,8086,8053,3.3200000000000003,3,2.035,0.184,0.18,-0.003,6146,0.181,0.0
6.404,8086,8031,3.3120000000000003,5,2.0340000000000003,0.184,0.18,-0.003,6141,0.181,0.0
6.406,8086,8031,3.3120000000000003,5,2.031,0.184,0.18,-0.003,6132,0.181,0.0
6.407,8086,8118,3.3280000000000003,-4,2.035,0.176,0.18,0.005,6144,0.181,-0.001
6.408,8086,8118,3.3280000000000003,-4,2.039,0.176,0.18,0.005,6157,0.181,-0.001
6.409,8086,8074,3.3200000000000003,1,2.037,0.184,0.18,-0.003,6152,0.181,0.0
6.4110000000000005,8086,8053,3.3200000000000003,3,2.0340000000000003,0.184,0.18,-0.003,6143,0.181,0.0
6.412,8086,8031,3.3120000000000003,5,2.033,0.184,0.18,-0.003,6138,0.181,0.0
6.413,8086,7987,3.3200000000000003,10,2.0260000000000002,0.192,0.18,-0.011,6117,0.181,0.0
6.415,8086,8053,3.3200000000000003,3,2.023,0.184,0.18,-0.002,6109,0.181,0.0
6.416,8086,8096,3.3200000000000003,-2,2.027,0.176,0.18,0.005,6121,0.182,-0.001
6.417,8086,8096,3.3200000000000003,-2,2.032,0.176,0.18,0.005,6134,0.181,-0.001
6.4190000000000005,8086,8096,3.3200000000000003,-2,2.04,0.176,0.18,0.005,6159,0.181,-0.001
6.42,8086,8031,3.3120000000000003,5,2.039,0.184,0.18,-0.002,6155,0.181,0.0
6.421,8086,8031,3.3120000000000003,5,2.037,0.184,0.18,-0.002,6151,0.182,0.0
6.422,8086,8053,3.3280000000000003,3,2.036,0.184,0.18,-0.002,6147,0.182,0.0
6.424,8086,8053,3.3200000000000003,3,2.033,0.184,0.18,-0.002,6139,0.182,0.0
6.425,8086,8096,3.3200000000000003,-2,2.037,0.176,0.18,0.006,6152,0.182,-0.001
6.426,8086,8096,3.3200000000000003,-2,2.0420000000000003,0.176,0.18,0.006,6165,0.182,-0.001
6.428,8086,8031,3.3120000000000003,5,2.045,0.184,0.18,-0.002,6174,0.182,0.0
6.429,8086,8053,3.3200000000000003,3,2.043,0.184,0.18,-0.002,6170,0.182,0.0
6.43,8086,8053,3.3280000000000003,3,2.0420000000000003,0.184,0.18,-0.002,6166,0.182,0.0
6.432,8086,8009,3.3200000000000003,8,2.028,0.192,0.18,-0.01,6124,0.182,0.0
6.433,8086,8053,3.3200000000000003,3,2.027,0.184,0.18,-0.002,6121,0.182,0.0
6.434,8086,8096,3.3200000000000003,-2,2.032,0.176,0.18,0.006,6134,0.182,-0.001
6.436,8086,8074,3.3120000000000003,1,2.04,0.176,0.18,0.006,6160,0.182,0.0
6.437,8086,8074,3.3120000000000003,1,2.045,0.176,0.18,0.006,6174,0.182,0.0
6.438,8086,8053,3.3200000000000003,3,2.044,0.184,0.18,-0.002,6170,0.182,0.0
6.439,8086,8096,3.3280000000000003,-2,2.0420000000000003,0.184,0.18,-0.002,6166,0.182,-0.001
6.441,8086,8009,3.3200000000000003,8,2.029,0.192,0.18,-0.01,6126,0.182,0.0
6.442,8086,8053,3.3200000000000003,3,2.028,0.184,0.18,-0.002,6122,0.182,0.0
6.4430000000000005,8086,8096,3.3120000000000003,-2,2.032,0.176,0.18,0.006,6136,0.182,-0.001
6.445,8086,8096,3.3200000000000003,-2,2.041,0.176,0.18,0.006,6163,0.182,-0.001
6.446,8086,8096,3.3200000000000003,-2,2.0460000000000003,0.176,0.18,0.006,6176,0.182,-0.001
6.447,8086,8096,3.336,-2,2.044,0.184,0.18,-0.002,6173,0.182,-0.001
6.449,8086,8053,3.3200000000000003,3,2.0420000000000003,0.184,0.18,-0.002,6166,0.182,0.0
6.45,8086,8053,3.3200000000000003,3,2.041,0.184,0.18,-0.002,6163,0.182,0.0
6.4510000000000005,8086,8053,3.3200000000000003,3,2.04,0.184,0.18,-0.002,6159,0.182,0.0
6.452,8086,8096,3.3200000000000003,-2,2.044,0.176,0.18,0.006,6173,0.182,-0.001
6.454,8086,8118,3.3280000000000003,-4,2.053,0.176,0.18,0.006,6200,0.182,-0.001
6.455,8086,8096,3.336,-2,2.052,0.184,0.18,-0.002,6197,0.182,-0.001
6.456,8086,8074,3.3200000000000003,1,2.051,0.184,0.18,-0.002,6193,0.182,0.0
6.458,8086,8009,3.3200000000000003,8,2.0380000000000003,0.192,0.18,-0.01,6153,0.182,0.0
6.4590000000000005,8086,8009,3.3200000000000003,8,2.031,0.192,0.18,-0.01,6133,0.182,0.0
6.46,8086,8031,3.3120000000000003,5,2.0300000000000002,0.184,0.18,-0.002,6130,0.182,0.0
6.462,8086,8118,3.3280000000000003,-4,2.04,0.176,0.18,0.006,6158,0.182,-0.001
6.463,8086,8118,3.3280000000000003,-4,2.044,0.176,0.18,0.006,6172,0.182,-0.001
6.464,8086,8096,3.3200000000000003,-2,2.049,0.176,0.18,0.006,6186,0.182,-0.001
6.465,8086,8053,3.3200000000000003,3,2.048,0.184,0.18,-0.002,6183,0.182,0.0
6.4670000000000005,8086,8009,3.3200000000000003,8,2.04,0.192,0.18,-0.01,6160,0.182,0.0
6.468,8086,8031,3.3120000000000003,5,2.039,0.184,0.18,-0.002,6157,0.182,0.0
6.469,8086,8053,3.3280000000000003,3,2.0380000000000003,0.184,0.18,-0.002,6154,0.182,0.0
6.471,8086,8140,3.336,-6,2.048,0.176,0.18,0.006,6183,0.182,-0.001
6.472,8086,8074,3.3280000000000003,1,2.047,0.184,0.18,-0.002,6180,0.182,0.0
6.473,8086,8096,3.3200000000000003,-2,2.051,0.176,0.18,0.006,6194,0.182,-0.001
6.4750000000000005,8086,8053,3.3200000000000003,3,2.049,0.184,0.18,-0.002,6188,0.182,0.0
6.476,8086,8053,3.3200000000000003,3,2.049,0.184,0.18,-0.002,6185,0.182,0.0
6.477,8086,8009,3.3200000000000003,8,2.0420000000000003,0.192,0.18,-0.01,6166,0.182,0.0
6.478,8086,8096,3.3280000000000003,-2,2.041,0.184,0.18,-0.002,6163,0.182,-0.001
6.48,8086,8096,3.3200000000000003,-2,2.045,0.176,0.18,0.006,6175,0.182,-0.001
6.481,8086,8096,3.3200000000000003,-2,2.05,0.176,0.18,0.006,6189,0.182,-0.001
6.482,8086,8096,3.3200000000000003,-2,2.054,0.176,0.18,0.006,6203,0.182,-0.001
6.484,8086,8053,3.3200000000000003,3,2.053,0.184,0.18,-0.002,6198,0.182,0.0
6.485,8086,8053,3.3200000000000003,3,2.052,0.184,0.18,-0.002,6195,0.182,0.0
6.486,8086,8053,3.336,3,2.045,0.192,0.18,-0.01,6176,0.182,0.0
6.488,8086,8053,3.3200000000000003,3,2.044,0.184,0.18,-0.002,6171,0.182,0.0
6.489,8086,8096,3.3200000000000003,-2,2.049,0.176,0.18,0.006,6185,0.182,-0.001
6.49,8086,8096,3.3200000000000003,-2,2.053,0.176,0.18,0.006,6200,0.182,-0.001
6.4910000000000005,8086,8096,3.3200000000000003,-2,2.058,0.176,0.18,0.006,6214,0.182,0.255
6.493,8086,8074,3.3280000000000003,1,2.057,0.184,0.18,-0.002,6209,0.182,0.0
6.494,8086,8096,3.336,-2,2.056,0.184,0.18,-0.002,6207,0.182,-0.001
6.495,8086,8053,3.3280000000000003,3,2.049,0.192,0.18,-0.01,6188,0.182,0.0
6.497,8086,8096,3.3200000000000003,-2,2.053,0.176,0.18,0.006,6200,0.182,-0.001
6.498,8086,8096,3.3200000000000003,-2,2.058,0.176,0.18,0.006,6214,0.182,-0.001
6.4990000000000006,8086,8096,3.3200000000000003,-2,2.063,0.176,0.18,0.006,6229,0.182,-0.001
6.501,8086,8096,3.336,-2,2.067,0.184,0.18,-0.002,6241,0.182,-0.001
6.502,8086,8118,3.344,-4,2.066,0.184,0.18,-0.002,6238,0.182,-0.001
6.503,8086,8053,3.336,3,2.06,0.192,0.18,-0.01,6219,0.182,0.0
6.5040000000000004,8086,8031,3.3200000000000003,5,2.053,0.192,0.18,-0.01,6200,0.182,0.0
6.506,8086,8053,3.3200000000000003,3,2.052,0.184,0.18,-0.002,6195,0.182,0.0
6.507000000000001,8086,8096,3.3200000000000003,-2,2.057,0.176,0.18,0.006,6210,0.182,-0.001
6.508,8086,8096,3.336,-2,2.061,0.176,0.18,0.006,6224,0.182,-0.001
6.51,8086,8053,3.336,3,2.054,0.192,0.18,-0.01,6203,0.182,0.0
6.511,8086,8096,3.336,-2,2.054,0.184,0.18,-0.002,6200,0.182,-0.001
6.5120000000000005,8086,8053,3.3200000000000003,3,2.053,0.184,0.18,-0.002,6198,0.182,0.0
6.514,8086,8053,3.3200000000000003,3,2.0460000000000003,0.184,0.18,-0.001,6177,0.182,0.0
6.515000000000001,8086,8096,3.3200000000000003,-2,2.051,0.176,0.18,0.006,6192,0.183,-0.001
6.516,8086,8096,3.3200000000000003,-2,2.056,0.176,0.18,0.006,6206,0.182,-0.001
6.518,8086,8096,3.336,-2,2.06,0.184,0.18,-0.002,6219,0.182,-0.001
6.519,8086,8096,3.336,-2,2.059,0.184,0.18,-0.002,6217,0.182,-0.001
6.5200000000000005,8086,8009,3.3200000000000003,8,2.053,0.192,0.18,-0.009000000000000001,6198,0.182,0.0
6.521,8086,8009,3.3200000000000003,8,2.0460000000000003,0.192,0.18,-0.009000000000000001,6179,0.183,0.0
6.523000000000001,8086,8053,3.3200000000000003,3,2.04,0.184,0.18,-0.001,6158,0.183,0.0
6.524,8086,8096,3.3200000000000003,-2,2.045,0.176,0.18,0.007,6173,0.183,-0.001
6.525,8086,8140,3.336,-6,2.05,0.176,0.18,0.007,6188,0.183,-0.001
6.527,8086,8140,3.336,-6,2.059,0.176,0.18,0.007,6218,0.183,-0.001
6.5280000000000005,8086,8053,3.3200000000000003,3,2.059,0.184,0.18,-0.001,6216,0.183,0.0
6.529,8086,8053,3.3200000000000003,3,2.058,0.184,0.18,-0.001,6214,0.183,0.0
6.531,8086,8009,3.3200000000000003,8,2.051,0.192,0.18,-0.009000000000000001,6193,0.183,0.0
6.532,8086,8053,3.3200000000000003,3,2.051,0.184,0.18,-0.001,6191,0.183,0.0
6.533,8086,8096,3.336,-2,2.05,0.184,0.18,-0.001,6190,0.183,-0.001
6.534,8086,8140,3.336,-6,2.055,0.176,0.18,0.007,6205,0.183,-0.001
6.5360000000000005,8086,8053,3.3200000000000003,3,2.054,0.184,0.18,-0.001,6201,0.183,0.0
6.537,8086,8074,3.3280000000000003,1,2.053,0.184,0.18,-0.001,6199,0.183,0.0
6.538,8086,8053,3.3200000000000003,3,2.052,0.184,0.18,-0.001,6197,0.183,0.0
6.54,8086,8009,3.3200000000000003,8,2.0460000000000003,0.192,0.18,-0.009000000000000001,6177,0.183,0.0
6.541,8086,8096,3.336,-2,2.045,0.184,0.18,-0.001,6175,0.183,-0.001
6.542,8086,8096,3.336,-2,2.045,0.184,0.18,-0.001,6173,0.183,-0.001
6.5440000000000005,8086,8096,3.3200000000000003,-2,2.049,0.176,0.18,0.007,6187,0.183,-0.001
6.545,8086,8118,3.3280000000000003,-4,2.054,0.176,0.18,0.007,6202,0.183,-0.001
6.546,8086,8053,3.3200000000000003,3,2.054,0.184,0.18,-0.001,6200,0.183,0.0
6.547,8086,8053,3.3200000000000003,3,2.053,0.184,0.18,-0.001,6199,0.183,0.0
6.549,8086,8074,3.344,1,2.0460000000000003,0.192,0.18,-0.009000000000000001,6179,0.183,0.0
6.55,8086,8096,3.336,-2,2.0460000000000003,0.184,0.18,-0.001,6177,0.183,-0.001
6.551,8086,8096,3.3200000000000003,-2,2.045,0.184,0.18,-0.001,6175,0.183,-0.001
6.553,8086,8118,3.3280000000000003,-4,2.055,0.176,0.18,0.007,6206,0.183,-0.001
6.554,8086,8096,3.3200000000000003,-2,2.06,0.176,0.18,0.007,6221,0.183,-0.001
6.555,8086,8053,3.3200000000000003,3,2.06,0.184,0.18,-0.001,6219,0.183,0.0
6.557,8086,8074,3.344,1,2.053,0.192,0.18,-0.009000000000000001,6199,0.183,0.0
6.558,8086,8031,3.3280000000000003,5,2.047,0.192,0.18,-0.009000000000000001,6181,0.183,0.0
6.559,8086,8053,3.336,3,2.041,0.192,0.18,-0.009000000000000001,6162,0.183,0.0
6.5600000000000005,8086,8053,3.3280000000000003,3,2.04,0.184,0.18,-0.001,6161,0.183,0.0
6.562,8086,8096,3.3200000000000003,-2,2.051,0.176,0.18,0.007,6192,0.183,-0.001
6.563,8086,8096,3.3200000000000003,-2,2.056,0.176,0.18,0.007,6207,0.183,-0.001
6.564,8086,8053,3.344,3,2.055,0.184,0.18,-0.001,6206,0.183,0.0
6.566,8086,8009,3.3200000000000003,8,2.049,0.192,0.18,-0.009000000000000001,6186,0.183,0.0
6.567,8086,8031,3.3280000000000003,5,2.043,0.192,0.18,-0.009000000000000001,6168,0.183,0.0
6.5680000000000005,8086,8009,3.3200000000000003,8,2.037,0.192,0.18,-0.009000000000000001,6149,0.183,0.0
6.57,8086,8096,3.3200000000000003,-2,2.047,0.176,0.18,0.007,6181,0.183,-0.001
6.571,8086,8096,3.3200000000000003,-2,2.052,0.176,0.18,0.007,6196,0.183,-0.001
6.572,8086,8096,3.3200000000000003,-2,2.057,0.176,0.18,0.007,6212,0.183,-0.001
6.573,8086,8118,3.336,-4,2.057,0.184,0.18,-0.001,6211,0.183,-0.001
6.575,8086,8031,3.3280000000000003,5,2.05,0.192,0.18,-0.009000000000000001,6191,0.183,0.0
6.5760000000000005,8086,8009,3.3200000000000003,8,2.044,0.192,0.18,-0.009000000000000001,6173,0.183,0.0
6.577,8086,8074,3.3200000000000003,1,2.044,0.184,0.18,-0.001,6172,0.183,0.0
6.579,8086,8096,3.3200000000000003,-2,2.054,0.176,0.18,0.007,6203,0.183,-0.001
6.58,8086,8140,3.336,-6,2.06,0.176,0.18,0.007,6219,0.183,-0.001
6.581,8086,8184,3.352,-11,2.065,0.176,0.18,0.007,6234,0.183,-0.001
6.583,8086,8053,3.336,3,2.058,0.192,0.18,-0.009000000000000001,6215,0.183,0.0
6.5840000000000005,8086,8053,3.3200000000000003,3,2.058,0.184,0.18,-0.001,6213,0.183,0.0
6.585,8086,8053,3.336,3,2.052,0.192,0.18,-0.009000000000000001,6195,0.183,0.0
6.586,8086,8009,3.3280000000000003,8,2.0460000000000003,0.192,0.18,-0.009000000000000001,6177,0.183,0.0
6.588,8086,8118,3.3280000000000003,-4,2.051,0.176,0.18,0.007,6191,0.183,-0.001
6.589,8086,8184,3.352,-11,2.056,0.176,0.18,0.007,6207,0.183,-0.001
6.59,8086,8140,3.336,-6,2.061,0.176,0.18,0.007,6223,0.183,-0.001
6.5920000000000005,8086,8053,3.3200000000000003,3,2.06,0.184,0.18,-0.001,6220,0.183,0.0
6.593,8086,8096,3.336,-2,2.059,0.184,0.18,-0.001,6218,0.183,-0.001
6.594,8086,8053,3.576,3,2.059,0.184,0.18,-0.001,6217,0.183,0.0
6.596,8086,8074,3.3280000000000003,1,2.053,0.184,0.18,-0.001,6198,0.183,0.0
6.597,8086,8184,3.352,-11,2.058,0.176,0.18,0.007,6213,0.183,-0.001
6.598,8086,8162,3.344,-8,2.063,0.176,0.18,0.007,6228,0.183,-0.001
6.599,8086,8118,3.3280000000000003,-4,2.062,0.184,0.18,-0.001,6227,0.183,0.255
6.601,8086,8096,3.336,-2,2.061,0.184,0.18,-0.001,6224,0.183,-0.001
6.602,8086,8053,3.3200000000000003,3,2.061,0.184,0.18,-0.001,6222,0.183,0.0
6.603,8086,8031,3.336,5,2.055,0.192,0.18,-0.009000000000000001,6204,0.183,0.0
6.605,8086,8140,3.352,-6,2.048,0.184,0.18,-0.001,6184,0.183,-0.001
6.606,8086,8140,3.336,-6,2.053,0.176,0.18,0.007,6200,0.183,-0.001
6.607,8086,8140,3.336,-6,2.058,0.176,0.18,0.007,6215,0.183,-0.001
6.609,8086,8140,3.336,-6,2.068,0.176,0.18,0.007,6246,0.183,-0.001
6.61,8086,8074,3.3280000000000003,1,2.068,0.184,0.18,-0.001,6244,0.183,0.0
6.611,8086,8096,3.336,-2,2.067,0.184,0.18,-0.001,6242,0.183,-0.001
6.612,8086,8053,3.352,3,2.061,0.192,0.18,-0.009000000000000001,6224,0.183,-0.256
6.614,8086,8118,3.344,-4,2.055,0.184,0.18,-0.001,6203,0.183,-0.001
6.615,8086,8162,3.344,-8,2.06,0.176,0.18,0.007,6218,0.183,-0.001
6.6160000000000005,8086,8140,3.344,-6,2.064,0.176,0.18,0.007,6233,0.183,-0.001
6.618,8086,8118,3.3280000000000003,-4,2.074,0.176,0.18,0.007,6263,0.183,-0.001
6.619,8086,8074,3.3280000000000003,1,2.074,0.184,0.18,-0.001,6261,0.183,0.0
6.62,8086,8096,3.336,-2,2.073,0.184,0.18,-0.001,6259,0.183,-0.001
6.622,8086,8074,3.344,1,2.066,0.192,0.18,-0.009000000000000001,6238,0.183,0.0
6.623,8086,8053,3.336,3,2.06,0.192,0.18,-0.009000000000000001,6219,0.183,0.0
6.6240000000000006,8086,8074,3.3280000000000003,1,2.059,0.184,0.18,-0.001,6217,0.183,0.0
6.625,8086,8140,3.3200000000000003,-6,2.064,0.176,0.18,0.007,6232,0.183,-0.001
6.627,8086,8140,3.336,-6,2.074,0.176,0.18,0.006,6261,0.183,-0.001
6.628,8086,8096,3.336,-2,2.073,0.184,0.18,-0.002,6259,0.182,-0.001
6.6290000000000004,8086,8140,3.344,-6,2.072,0.184,0.18,-0.002,6257,0.182,-0.001
6.631,8086,8074,3.344,1,2.06,0.192,0.18,-0.01,6219,0.182,0.0
6.632000000000001,8086,8074,3.3280000000000003,1,2.059,0.184,0.18,-0.002,6217,0.182,0.0
6.633,8086,8096,3.336,-2,2.058,0.184,0.18,-0.002,6214,0.182,-0.001
6.635,8086,8118,3.3280000000000003,-4,2.068,0.176,0.18,0.006,6244,0.182,-0.001
6.636,8086,8140,3.336,-6,2.073,0.176,0.18,0.006,6258,0.182,-0.001
6.6370000000000005,8086,8140,3.352,-6,2.072,0.184,0.18,-0.002,6256,0.182,-0.001
6.638,8086,8118,3.352,-4,2.071,0.184,0.18,-0.002,6253,0.182,-0.001
6.640000000000001,8086,8053,3.336,3,2.058,0.192,0.18,-0.01,6214,0.182,0.0
6.641,8086,8074,3.344,1,2.052,0.192,0.18,-0.01,6195,0.182,0.0
6.642,8086,8096,3.3280000000000003,-2,2.057,0.176,0.18,0.006,6209,0.182,-0.001
6.644,8086,8118,3.3280000000000003,-4,2.066,0.176,0.18,0.006,6238,0.182,-0.001
6.6450000000000005,8086,8140,3.352,-6,2.065,0.184,0.18,-0.002,6236,0.182,-0.001
6.646,8086,8118,3.344,-4,2.064,0.184,0.18,-0.002,6233,0.182,-0.001
6.648000000000001,8086,8074,3.3280000000000003,1,2.063,0.184,0.18,-0.002,6228,0.182,0.0
6.649,8086,8053,3.336,3,2.056,0.192,0.18,-0.01,6208,0.182,0.0
6.65,8086,8009,3.3200000000000003,8,2.05,0.192,0.18,-0.01,6189,0.182,0.0
6.652,8086,8140,3.336,-6,2.054,0.176,0.18,0.006,6200,0.182,-0.001
6.6530000000000005,8086,8184,3.352,-11,2.058,0.176,0.18,0.006,6215,0.182,-0.001
6.654,8086,8162,3.344,-8,2.063,0.176,0.18,0.006,6229,0.182,-0.001
6.655,8086,8118,3.3280000000000003,-4,2.062,0.184,0.18,-0.002,6226,0.182,-0.001
6.657,8086,8096,3.336,-2,2.06,0.184,0.18,-0.002,6220,0.182,-0.001
6.658,8086,8053,3.3200000000000003,3,2.059,0.184,0.18,-0.002,6217,0.182,0.0
6.659,8086,8031,3.3200000000000003,5,2.053,0.192,0.18,-0.01,6198,0.182,0.0
6.6610000000000005,8086,8162,3.344,-8,2.056,0.176,0.18,0.006,6209,0.182,-0.001
6.662,8086,8162,3.344,-8,2.061,0.176,0.18,0.006,6223,0.182,-0.001
6.663,8086,8162,3.344,-8,2.066,0.176,0.18,0.006,6237,0.182,-0.001
6.665,8086,8118,3.344,-4,2.069,0.184,0.18,-0.002,6248,0.182,-0.001
6.666,8086,8074,3.3280000000000003,1,2.068,0.184,0.18,-0.002,6244,0.182,0.0
6.667,8086,8074,3.3280000000000003,1,2.067,0.184,0.18,-0.002,6241,0.182,0.0
6.668,8086,8053,3.352,3,2.061,0.192,0.18,-0.01,6221,0.182,-0.256
6.67,8086,8140,3.352,-6,2.053,0.184,0.18,-0.002,6198,0.182,-0.001
6.671,8086,8140,3.352,-6,2.052,0.184,0.18,-0.002,6195,0.182,-0.001
6.672,8086,8140,3.336,-6,2.056,0.176,0.18,0.006,6209,0.182,-0.001
6.674,8086,8053,3.3200000000000003,3,2.06,0.184,0.18,-0.002,6219,0.182,0.0
6.675,8086,8074,3.3280000000000003,1,2.059,0.184,0.18,-0.002,6216,0.182,0.0
6.676,8086,8074,3.3280000000000003,1,2.058,0.184,0.18,-0.002,6213,0.182,0.0
6.678,8086,8074,3.344,1,2.05,0.192,0.18,-0.01,6189,0.182,0.0
6.679,8086,8118,3.344,-4,2.049,0.184,0.18,-0.002,6186,0.182,-0.001
6.68,8086,8140,3.336,-6,2.053,0.176,0.18,0.006,6199,0.182,-0.001
6.681,8086,8140,3.3280000000000003,-6,2.058,0.176,0.18,0.006,6212,0.182,-0.001
6.683,8086,8118,3.3280000000000003,-4,2.066,0.176,0.18,0.006,6239,0.182,-0.001
6.684,8086,8074,3.3280000000000003,1,2.065,0.184,0.18,-0.002,6236,0.182,0.0
6.6850000000000005,8086,8140,3.344,-6,2.064,0.184,0.18,-0.002,6232,0.182,-0.001
6.687,8086,8096,3.352,-2,2.05,0.192,0.18,-0.01,6191,0.182,-0.001
6.688,8086,8074,3.3280000000000003,1,2.049,0.184,0.18,-0.002,6187,0.182,0.0
6.689,8086,8140,3.3200000000000003,-6,2.054,0.176,0.18,0.006,6200,0.182,-0.001
6.691,8086,8118,3.3280000000000003,-4,2.062,0.176,0.18,0.006,6227,0.182,-0.001
6.692,8086,8118,3.3280000000000003,-4,2.067,0.176,0.18,0.006,6240,0.182,-0.001
6.6930000000000005,8086,8140,3.352,-6,2.065,0.184,0.18,-0.002,6236,0.182,-0.001
6.695,8086,8074,3.344,1,2.057,0.192,0.18,-0.01,6211,0.182,0.0
6.696,8086,8031,3.3280000000000003,5,2.05,0.192,0.18,-0.01,6190,0.182,0.0
6.697,8086,8074,3.3280000000000003,1,2.049,0.184,0.18,-0.002,6187,0.182,0.0
6.698,8086,8053,3.3280000000000003,3,2.048,0.184,0.18,-0.002,6183,0.182,0.0
